coa_id,bu_id,source_id,segment1_id,segment2_id,user_listing_id,approved_by_id,year_flag,period_flag,EY_period,journal_type,reporting_curr_cd,functional_curr_cd,source_type,current_amount,prior_amount,count_of_je_line_items,count_of_manual_je_lines,manual_amount,manual_functional_amount,count_ofdistinct_preparers,total_debit_activity,largest_line_item,largest_functional_line_item,total_credit_activity,net_reporting_amount,net_reporting_amount_credit,net_reporting_amount_debit,net_functional_amount,net_functional_amount_credit,net_functional_amount_debit,functional_ending_balance,reporting_ending_balance,net_functional_amount_current,net_functional_amount_prior,net_reporting_amount_current,net_reporting_amount_prior
8646,4,22,28,24,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-0.01,0,1,1,-0.01,-0.01,1,0,0,0.01,0,0,0,0,-0.01,0.01,0,0,0,-0.01,0,0,0
8646,4,36,28,24,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,0.96,0,1,1,0.96,0.96,1,0.96,0,0.96,0,0,0,0,0.96,0,0.96,0,0,0.96,0,0,0
8648,4,14,28,24,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,1599.59,0,1,1,1599.59,1599.59,1,1599.59,0,1599.59,0,0,0,0,1599.59,0,1599.59,0,0,1599.59,0,0,0
7680,9,2,33,29,21,0,CY,IP,2014-002,Manual,EY_NA,MYR,Activity,-1813.67,0,3,3,-1813.67,-1813.67,1,0,0,983.67,0,0,0,0,-1813.67,1813.67,0,0,0,-1813.67,0,0,0
7680,9,2,33,29,21,0,CY,IP,2014-005,Manual,EY_NA,MYR,Activity,-5081.38,0,6,6,-5081.38,-5081.38,1,0,0,3300,0,0,0,0,-5081.38,5081.38,0,0,0,-5081.38,0,0,0
7680,9,33,33,29,8,0,CY,IP,2014-001,Manual,EY_NA,MYR,Activity,17115.57,0,14,14,17115.57,17115.57,1,17115.57,0,3300,0,0,0,0,17115.57,0,17115.57,0,0,17115.57,0,0,0
7680,9,33,33,29,8,0,CY,IP,2014-006,Manual,EY_NA,MYR,Activity,6871.84,0,7,7,6871.84,6871.84,1,6871.84,0,2698.69,0,0,0,0,6871.84,0,6871.84,0,0,6871.84,0,0,0
7703,9,13,24,29,8,0,CY,IP,2014-005,Manual,EY_NA,MYR,Activity,-0.04,0,1,1,-0.04,-0.04,1,0,0,0.04,0,0,0,0,-0.04,0.04,0,0,0,-0.04,0,0,0
7703,9,27,25,29,14,0,CY,IP,2014-001,Manual,EY_NA,MYR,Activity,-64.68,0,1,1,-64.68,-64.68,1,0,0,64.68,0,0,0,0,-64.68,64.68,0,0,0,-64.68,0,0,0
7703,9,28,24,29,14,0,CY,IP,2014-001,Manual,EY_NA,MYR,Activity,1560.02,0,1,1,1560.02,1560.02,1,1560.02,0,1560.02,0,0,0,0,1560.02,0,1560.02,0,0,1560.02,0,0,0
7703,9,28,24,29,14,0,CY,IP,2014-006,Manual,EY_NA,MYR,Activity,52.02,0,1,1,52.02,52.02,1,52.02,0,52.02,0,0,0,0,52.02,0,52.02,0,0,52.02,0,0,0
8039,9,30,24,20,24,0,CY,IP,2014-003,Manual,EY_NA,MYR,Activity,765,0,1,1,765,765,1,765,0,765,0,0,0,0,765,0,765,0,0,765,0,0,0
8039,9,30,24,20,24,0,CY,IP,2014-006,Manual,EY_NA,MYR,Activity,1657.02,0,4,4,1657.02,1657.02,1,1657.02,0,765,0,0,0,0,1657.02,0,1657.02,0,0,1657.02,0,0,0
8047,10,14,30,26,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,2223.9,0,3,3,2223.9,2223.9,1,2223.9,0,1992.9,0,0,0,0,2223.9,0,2223.9,0,0,2223.9,0,0,0
8047,10,14,30,26,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,198.41,0,3,3,198.41,198.41,1,198.41,0,70.12,0,0,0,0,198.41,0,198.41,0,0,198.41,0,0,0
8047,10,14,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,11434.58,0,20,20,11434.58,11434.58,1,11434.58,0,4032,0,0,0,0,11434.58,0,11434.58,0,0,11434.58,0,0,0
8047,10,14,30,26,22,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,2505.62,0,14,14,2505.62,2505.62,1,2505.62,0,1155,0,0,0,0,2505.62,0,2505.62,0,0,2505.62,0,0,0
8047,10,19,30,26,13,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,5070.02,0,10,10,5070.02,5070.02,1,5070.02,0,1467.9,0,0,0,0,5070.02,0,5070.02,0,0,5070.02,0,0,0
8047,10,19,30,26,22,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,301.61,0,2,2,301.61,301.61,1,301.61,0,252,0,0,0,0,301.61,0,301.61,0,0,301.61,0,0,0
8056,10,22,20,14,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-1041.67,0,1,1,-1041.67,-1041.67,1,0,0,1041.67,0,0,0,0,-1041.67,1041.67,0,0,0,-1041.67,0,0,0
8059,10,22,20,14,13,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,1523.91,0,1,1,1523.91,1523.91,1,1523.91,0,1523.91,0,0,0,0,1523.91,0,1523.91,0,0,1523.91,0,0,0
8059,10,22,20,14,13,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,1589.35,0,1,1,1589.35,1589.35,1,1589.35,0,1589.35,0,0,0,0,1589.35,0,1589.35,0,0,1589.35,0,0,0
1939,4,22,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-42520.84,0,1,1,-42520.84,-42520.84,1,0,0,42520.84,0,0,0,0,-42520.84,42520.84,0,0,0,-42520.84,0,0,0
2292,3,33,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,19500,0,2,2,19500,19500,1,19500,0,10000,0,0,0,0,19500,0,19500,0,0,19500,0,0,0
2320,8,22,32,28,27,0,CY,IP,2014-003,Manual,EY_NA,RON,Activity,5733.75,0,6,6,5733.75,5733.75,1,8000,0,4000,0,0,0,0,5733.75,2266.25,8000,0,0,5733.75,0,0,0
2320,8,22,32,28,27,0,CY,IP,2014-006,Manual,EY_NA,RON,Activity,5500,0,5,5,5500,5500,1,8500,0,4500,0,0,0,0,5500,3000,8500,0,0,5500,0,0,0
2322,8,33,32,28,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,88485.72,0,17,17,88485.72,88485.72,1,89000,0,30000,0,0,0,0,88485.72,514.28,89000,0,0,88485.72,0,0,0
2322,8,33,32,28,27,0,CY,IP,2014-005,Manual,EY_NA,RON,Activity,-893.18,0,14,14,-893.18,-893.18,1,0,0,500,0,0,0,0,-893.18,893.18,0,0,0,-893.18,0,0,0
2322,8,36,32,28,27,0,CY,IP,2014-002,Manual,EY_NA,RON,Activity,-605188.55,0,42,42,-605188.55,-605188.55,1,0,0,104597.59,0,0,0,0,-605188.55,605188.55,0,0,0,-605188.55,0,0,0
2322,8,36,32,28,27,0,CY,IP,2014-004,Manual,EY_NA,RON,Activity,-726568.96,0,67,67,-726568.96,-726568.96,1,673.07,0,153787.2,0,0,0,0,-726568.96,727242.03,673.07,0,0,-726568.96,0,0,0
2322,8,36,32,28,27,0,CY,IP,2014-005,Manual,EY_NA,RON,Activity,-691306.91,0,71,71,-691306.91,-691306.91,1,0,0,98928.21,0,0,0,0,-691306.91,691306.91,0,0,0,-691306.91,0,0,0
2323,4,33,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-6781.49,0,7,7,-6781.49,-6781.49,1,0,0,1939.24,0,0,0,0,-6781.49,6781.49,0,0,0,-6781.49,0,0,0
2323,4,33,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,50967.91,0,6,6,50967.91,50967.91,1,52000,0,52000,0,0,0,0,50967.91,1032.09,52000,0,0,50967.91,0,0,0
2323,4,34,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-21917.31,0,8,8,-21917.31,-21917.31,1,217182.69,0,114182.69,0,0,0,0,-21917.31,239100,217182.69,0,0,-21917.31,0,0,0
2323,4,36,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,105349.06,0,21,21,105349.06,105349.06,1,105349.06,0,10922.67,0,0,0,0,105349.06,0,105349.06,0,0,105349.06,0,0,0
2323,4,36,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,146607.22,0,15,15,146607.22,146607.22,1,165903.78,0,27292.13,0,0,0,0,146607.22,19296.56,165903.78,0,0,146607.22,0,0,0
2324,10,10,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,3374.4,0,1,1,3374.4,3374.4,1,3374.4,0,3374.4,0,0,0,0,3374.4,0,3374.4,0,0,3374.4,0,0,0
2324,10,14,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-889.65,0,1,1,-889.65,-889.65,1,0,0,889.65,0,0,0,0,-889.65,889.65,0,0,0,-889.65,0,0,0
2324,10,14,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-2548.11,0,6,6,-2548.11,-2548.11,1,0,0,1074.46,0,0,0,0,-2548.11,2548.11,0,0,0,-2548.11,0,0,0
2324,10,19,30,26,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-65335.33,0,13,13,-65335.33,-65335.33,1,0,0,23232,0,0,0,0,-65335.33,65335.33,0,0,0,-65335.33,0,0,0
2324,10,36,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,5442.07,0,6,6,5442.07,5442.07,1,5442.07,0,2008.6,0,0,0,0,5442.07,0,5442.07,0,0,5442.07,0,0,0
8648,4,22,28,24,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-829.51,0,1,1,-829.51,-829.51,1,0,0,829.51,0,0,0,0,-829.51,829.51,0,0,0,-829.51,0,0,0
8649,4,22,28,24,13,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-52.8,0,1,1,-52.8,-52.8,1,0,0,52.8,0,0,0,0,-52.8,52.8,0,0,0,-52.8,0,0,0
8649,4,22,28,24,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-61.6,0,1,1,-61.6,-61.6,1,0,0,61.6,0,0,0,0,-61.6,61.6,0,0,0,-61.6,0,0,0
8649,4,30,28,24,3,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-1.42E-13,0,40,40,-1.42E-13,-1.42E-13,1,1055.8,0,145.6,0,0,0,0,-1.42E-13,1055.8,1055.8,0,0,-1.42E-13,0,0,0
8649,4,30,28,24,24,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-798.96,0,28,28,-798.96,-798.96,1,0,0,63.84,0,0,0,0,-798.96,798.96,0,0,0,-798.96,0,0,0
8649,4,30,28,24,24,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,-1030.62,0,21,21,-1030.62,-1030.62,1,0,0,134.4,0,0,0,0,-1030.62,1030.62,0,0,0,-1030.62,0,0,0
8649,4,30,28,24,24,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-1171.95,0,31,31,-1171.95,-1171.95,1,353.13,0,252,0,0,0,0,-1171.95,1525.08,353.13,0,0,-1171.95,0,0,0
8649,4,30,28,24,33,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,-716.04,0,40,40,-716.04,-716.04,1,366.88,0,84.48,0,0,0,0,-716.04,1082.92,366.88,0,0,-716.04,0,0,0
8652,4,19,28,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-498.58,0,23,23,-498.58,-498.58,1,648.92,0,429.25,0,0,0,0,-498.58,1147.5,648.92,0,0,-498.58,0,0,0
8652,4,19,28,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-104.23,0,51,51,-104.23,544.04,1,0,0,47.41,0,0,0,0,544.04,62.02,606.06,0,0,544.04,0,0,0
8652,4,19,28,26,22,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,914.8,0,17,17,914.8,913.97,1,914.8,0,437.76,0,0,0,0,913.97,27.13,941.1,0,0,913.97,0,0,0
8652,4,19,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,1.87,0,6,6,1.87,1.87,1,1.87,0,0.92,0,0,0,0,1.87,0,1.87,0,0,1.87,0,0,0
8652,4,27,28,26,17,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,3731.91,0,7,7,3731.91,3731.91,1,7628.51,0,3400,0,0,0,0,3731.91,3896.6,7628.51,0,0,3731.91,0,0,0
8652,4,27,28,26,17,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,3124.61,0,12,12,3124.61,3124.61,1,7607.8,0,4181.26,0,0,0,0,3124.61,4483.19,7607.8,0,0,3124.61,0,0,0
8652,4,27,28,26,17,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,739.85,0,13,13,739.85,739.85,1,1073.03,0,490.68,0,0,0,0,739.85,333.18,1073.03,0,0,739.85,0,0,0
8652,4,28,28,26,3,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,2519.4,0,2,2,2519.4,2519.4,1,2519.4,0,1534.5,0,0,0,0,2519.4,0,2519.4,0,0,2519.4,0,0,0
8652,4,28,28,26,3,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,3825.28,0,3,3,3825.28,3825.28,1,8235.36,0,4410.08,0,0,0,0,3825.28,4410.08,8235.36,0,0,3825.28,0,0,0
8652,4,28,28,26,3,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,11808.9,0,4,4,11808.9,11808.9,1,11808.9,0,5192.1,0,0,0,0,11808.9,0,11808.9,0,0,11808.9,0,0,0
8652,4,28,28,26,4,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,611556.87,0,133,133,611556.87,135343.17,1,644903.19,0,5135.07,0,0,0,0,135343.17,7379.41,142722.58,0,0,135343.17,0,0,0
8067,10,22,20,14,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,4498.25,0,1,1,4498.25,4498.25,1,4498.25,0,4498.25,0,0,0,0,4498.25,0,4498.25,0,0,4498.25,0,0,0
8075,10,29,20,14,3,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-1775.27,0,4,4,-1775.27,-1775.27,1,0,0,1122,0,0,0,0,-1775.27,1775.27,0,0,0,-1775.27,0,0,0
8576,3,33,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,9580.83,0,2,2,9580.83,9580.83,1,9580.83,0,5000,0,0,0,0,9580.83,0,9580.83,0,0,9580.83,0,0,0
8577,3,33,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,4395.89,0,1,1,4395.89,4395.89,1,4395.89,0,4395.89,0,0,0,0,4395.89,0,4395.89,0,0,4395.89,0,0,0
8580,3,1,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,1492.79,0,2,2,1492.79,1492.79,1,1492.79,0,1216.95,0,0,0,0,1492.79,0,1492.79,0,0,1492.79,0,0,0
8580,3,10,30,26,22,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-321.04,0,3,3,-321.04,-321.04,1,0,0,270.69,0,0,0,0,-321.04,321.04,0,0,0,-321.04,0,0,0
8580,3,14,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,221.37,0,3,3,221.37,221.37,1,236.8,0,133.06,0,0,0,0,221.37,15.43,236.8,0,0,221.37,0,0,0
8580,3,14,30,26,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,202.92,0,1,1,202.92,202.92,1,202.92,0,202.92,0,0,0,0,202.92,0,202.92,0,0,202.92,0,0,0
8580,3,14,30,26,22,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,7211.21,0,36,36,7211.21,7211.21,1,7211.21,0,3565.2,0,0,0,0,7211.21,0,7211.21,0,0,7211.21,0,0,0
8580,3,14,30,26,22,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,436.48,0,10,10,436.48,436.48,1,436.48,0,203.17,0,0,0,0,436.48,0,436.48,0,0,436.48,0,0,0
8580,3,22,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,1.24,0,1,1,1.24,1.24,1,1.24,0,1.24,0,0,0,0,1.24,0,1.24,0,0,1.24,0,0,0
8580,3,22,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,4.45,0,3,3,4.45,4.45,1,21.84,0,18.9,0,0,0,0,4.45,17.39,21.84,0,0,4.45,0,0,0
8580,3,22,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,6.19,0,1,1,6.19,6.19,1,6.19,0,6.19,0,0,0,0,6.19,0,6.19,0,0,6.19,0,0,0
8580,3,33,30,26,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,4.99,0,4,4,4.99,4.99,1,4.99,0,1.27,0,0,0,0,4.99,0,4.99,0,0,4.99,0,0,0
8588,3,22,3,15,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,175,0,1,1,175,175,1,175,0,175,0,0,0,0,175,0,175,0,0,175,0,0,0
8589,3,22,3,15,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,3629.02,0,1,1,3629.02,3629.02,1,3629.02,0,3629.02,0,0,0,0,3629.02,0,3629.02,0,0,3629.02,0,0,0
8590,3,22,3,15,13,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,3323.58,0,1,1,3323.58,3323.58,1,3323.58,0,3323.58,0,0,0,0,3323.58,0,3323.58,0,0,3323.58,0,0,0
8590,3,22,3,15,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-3626,0,1,1,-3626,-3626,1,0,0,3626,0,0,0,0,-3626,3626,0,0,0,-3626,0,0,0
8592,3,22,3,15,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,56.31,0,1,1,56.31,56.31,1,56.31,0,56.31,0,0,0,0,56.31,0,56.31,0,0,56.31,0,0,0
8595,3,14,3,15,22,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,676,0,3,3,676,676,1,676,0,470.68,0,0,0,0,676,0,676,0,0,676,0,0,0
8595,3,22,3,15,13,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,16.85,0,1,1,16.85,16.85,1,16.85,0,16.85,0,0,0,0,16.85,0,16.85,0,0,16.85,0,0,0
8595,3,33,3,15,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,8.22,0,1,1,8.22,8.22,1,8.22,0,8.22,0,0,0,0,8.22,0,8.22,0,0,8.22,0,0,0
8597,3,14,3,15,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,14457.56,0,5,5,14457.56,14457.56,1,14457.56,0,5800,0,0,0,0,14457.56,0,14457.56,0,0,14457.56,0,0,0
8598,3,14,3,15,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,506.37,0,4,4,506.37,506.37,1,506.37,0,298.58,0,0,0,0,506.37,0,506.37,0,0,506.37,0,0,0
8598,3,14,3,15,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,365.27,0,2,2,365.27,365.27,1,365.27,0,188.06,0,0,0,0,365.27,0,365.27,0,0,365.27,0,0,0
8605,3,22,3,15,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,-4.83,0,1,1,-4.83,-4.83,1,0,0,4.83,0,0,0,0,-4.83,4.83,0,0,0,-4.83,0,0,0
8605,3,33,3,15,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,0.03,0,1,1,0.03,0.03,1,0.03,0,0.03,0,0,0,0,0.03,0,0.03,0,0,0.03,0,0,0
8605,3,36,3,15,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,0.5,0,1,1,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0
8619,4,33,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,4351.88,0,1,1,4351.88,4351.88,1,4351.88,0,4351.88,0,0,0,0,4351.88,0,4351.88,0,0,4351.88,0,0,0
8619,4,33,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,5650.85,0,1,1,5650.85,5650.85,1,5650.85,0,5650.85,0,0,0,0,5650.85,0,5650.85,0,0,5650.85,0,0,0
8621,4,10,30,26,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,-62.79,0,1,1,-62.79,-62.79,1,0,0,62.79,0,0,0,0,-62.79,62.79,0,0,0,-62.79,0,0,0
8621,4,11,30,26,22,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-200.59,0,1,1,-200.59,-200.59,1,0,0,200.59,0,0,0,0,-200.59,200.59,0,0,0,-200.59,0,0,0
8621,4,11,30,26,22,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-149.18,0,1,1,-149.18,-149.18,1,0,0,149.18,0,0,0,0,-149.18,149.18,0,0,0,-149.18,0,0,0
8621,4,14,30,26,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,527.41,0,1,1,527.41,527.41,1,527.41,0,527.41,0,0,0,0,527.41,0,527.41,0,0,527.41,0,0,0
8621,4,14,30,26,22,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,2181.62,0,6,6,2181.62,2181.62,1,2181.62,0,1384.97,0,0,0,0,2181.62,0,2181.62,0,0,2181.62,0,0,0
8621,4,19,30,26,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,142.8,0,1,1,142.8,142.8,1,142.8,0,142.8,0,0,0,0,142.8,0,142.8,0,0,142.8,0,0,0
8621,4,19,30,26,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,4330.57,0,4,4,4330.57,4330.57,1,4330.57,0,2274.04,0,0,0,0,4330.57,0,4330.57,0,0,4330.57,0,0,0
8621,4,19,30,26,22,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,6012.12,0,8,8,6012.12,6012.12,1,6012.12,0,1754.85,0,0,0,0,6012.12,0,6012.12,0,0,6012.12,0,0,0
8621,4,19,30,26,22,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,5045.16,0,10,10,5045.16,5045.16,1,5792.49,0,1629.78,0,0,0,0,5045.16,747.33,5792.49,0,0,5045.16,0,0,0
8621,4,22,30,26,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,66.68,0,4,4,66.68,66.68,1,66.68,0,45.13,0,0,0,0,66.68,0,66.68,0,0,66.68,0,0,0
8621,4,23,30,26,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-16301.27,0,1,1,-16301.27,-16301.27,1,0,0,16301.27,0,0,0,0,-16301.27,16301.27,0,0,0,-16301.27,0,0,0
8621,4,23,30,26,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-29272.76,0,1,1,-29272.76,-29272.76,1,0,0,29272.76,0,0,0,0,-29272.76,29272.76,0,0,0,-29272.76,0,0,0
8629,4,22,28,24,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,140,0,1,1,140,140,1,140,0,140,0,0,0,0,140,0,140,0,0,140,0,0,0
8629,4,22,28,24,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,140,0,1,1,140,140,1,140,0,140,0,0,0,0,140,0,140,0,0,140,0,0,0
8629,4,22,28,24,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,140,0,1,1,140,140,1,140,0,140,0,0,0,0,140,0,140,0,0,140,0,0,0
8630,4,22,28,24,20,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,1619.37,0,1,1,1619.37,1619.37,1,1619.37,0,1619.37,0,0,0,0,1619.37,0,1619.37,0,0,1619.37,0,0,0
8630,4,22,28,24,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,1862.27,0,1,1,1862.27,1862.27,1,1862.27,0,1862.27,0,0,0,0,1862.27,0,1862.27,0,0,1862.27,0,0,0
8630,4,22,28,24,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-20432.7,0,1,1,-20432.7,-20432.7,1,0,0,20432.7,0,0,0,0,-20432.7,20432.7,0,0,0,-20432.7,0,0,0
8631,4,22,28,24,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-2673,0,1,1,-2673,-2673,1,0,0,2673,0,0,0,0,-2673,2673,0,0,0,-2673,0,0,0
8631,4,22,28,24,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,-2673,0,1,1,-2673,-2673,1,0,0,2673,0,0,0,0,-2673,2673,0,0,0,-2673,0,0,0
8632,4,1,28,24,3,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-464.08,0,2,2,-464.08,-464.08,1,0,0,267.2,0,0,0,0,-464.08,464.08,0,0,0,-464.08,0,0,0
8632,4,3,28,24,13,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,727.77,0,1,1,727.77,727.77,1,727.77,0,727.77,0,0,0,0,727.77,0,727.77,0,0,727.77,0,0,0
8632,4,3,28,24,13,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,727.77,0,1,1,727.77,727.77,1,727.77,0,727.77,0,0,0,0,727.77,0,727.77,0,0,727.77,0,0,0
8633,4,22,28,24,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,35.61,0,1,1,35.61,35.61,1,35.61,0,35.61,0,0,0,0,35.61,0,35.61,0,0,35.61,0,0,0
8635,4,22,28,24,13,0,CY,IP,2014-001,Manual,EY_NA,EUR,Activity,10968.38,0,1,1,10968.38,10968.38,1,10968.38,0,10968.38,0,0,0,0,10968.38,0,10968.38,0,0,10968.38,0,0,0
8635,4,22,28,24,13,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,11920.08,0,1,1,11920.08,11920.08,1,11920.08,0,11920.08,0,0,0,0,11920.08,0,11920.08,0,0,11920.08,0,0,0
8636,4,14,28,24,22,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,721,0,1,1,721,721,1,721,0,721,0,0,0,0,721,0,721,0,0,721,0,0,0
8641,4,22,28,24,13,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,0,0,2,2,0,0,1,9.08,0,9.08,0,0,0,0,0,9.08,9.08,0,0,0,0,0,0
8646,4,14,28,24,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-3.65,0,1,1,-3.65,-3.65,1,0,0,3.65,0,0,0,0,-3.65,3.65,0,0,0,-3.65,0,0,0
8646,4,22,28,24,20,0,CY,IP,2014-003,Manual,EY_NA,EUR,Activity,-1,0,1,1,-1,-1,1,0,0,1,0,0,0,0,-1,1,0,0,0,-1,0,0,0
8646,4,22,28,24,20,0,CY,IP,2014-006,Manual,EY_NA,EUR,Activity,0.05,0,1,1,0.05,0.05,1,0.05,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0
8646,4,36,28,24,20,0,CY,IP,2014-002,Manual,EY_NA,EUR,Activity,-0.05,0,2,2,-0.05,-0.05,1,0.01,0,0.06,0,0,0,0,-0.05,0.06,0.01,0,0,-0.05,0,0,0
8646,4,36,28,24,20,0,CY,IP,2014-004,Manual,EY_NA,EUR,Activity,0.3,0,1,1,0.3,0.07,1,0.3,0,0.07,0,0,0,0,0.07,0,0.07,0,0,0.07,0,0,0
8648,4,14,28,24,20,0,CY,IP,2014-005,Manual,EY_NA,EUR,Activity,738.69,0,1,1,738.69,738.69,1,738.69,0,738.69,0,0,0,0,738.69,0,738.69,0,0,738.69,0,0,0
